42,4510,59594,31155,23034,62355,14834,50605,65533,438,560,62643,65534,62049,14830,50612,60148,8710,34971,3085,23858,43050,65480,3606,2908,19391,1382,62527,2804,65480,3382,23866,43037,19365,47493,60,50752,27224,28300,26562,4853,4696,4869,27377,28208,26862,44879,103,51319,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43,4620,60264,31524,22121,62913,14841,50594,65533,438,560,63175,65534,62642,14836,50602,60868,9292,33636,2535,23820,43115,65480,3606,2908,19380,1382,63070,2282,65480,2803,23829,43101,19355,48693,9,49607,27206,28289,26637,4853,4696,4869,27366,28206,26947,46039,24,50184,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44,4730,60884,31920,21209,63415,14847,50584,65533,438,560,63653,65534,63171,14842,50591,61534,9917,32301,2042,23780,43178,65480,3606,2908,19372,1382,63557,1812,65480,2283,23790,43165,19343,49860,13,48432,27176,28261,26699,4853,4696,4869,27341,28186,27015,47172,0,49024,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45,4840,61454,32343,20298,63882,14854,50573,65533,438,560,64082,65534,63645,14849,50580,62150,10589,30967,1595,23738,43241,65480,3606,2908,19381,1382,63994,1393,65480,1813,23749,43229,19343,50997,76,47230,27144,28227,26756,4853,4696,4869,27309,28154,27073,48279,35,47833,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
46,4950,61976,32794,19391,64266,14861,50562,65533,438,560,64456,65534,64078,14856,50569,62720,11306,29638,1203,23694,43304,65480,3606,2908,19405,1382,64381,1026,65480,1390,23705,43291,19361,52108,195,46000,27106,28181,26803,4853,4696,4869,27275,28116,27127,49356,128,46617,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
47,5060,62448,33270,18489,64628,14869,50552,65533,438,560,64774,65534,64461,14864,50559,63239,12062,28316,863,23648,43365,65480,3606,2908,19430,1382,64711,718,65480,1027,23660,43353,19387,53186,369,44750,27055,28121,26836,4853,4696,4869,27230,28063,27168,50404,276,45378,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
48,5170,62868,33770,17593,64914,14877,50542,65533,438,560,65037,65534,64768,14871,50549,63702,12856,26999,583,23600,43426,65480,3606,2908,19456,1382,64984,464,65480,717,23613,43414,19412,54228,598,43476,26994,28045,26856,4853,4696,4869,27173,27994,27195,51417,479,44115,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49,5280,63236,34294,16704,65151,14885,50531,65533,438,560,65246,65534,65047,14880,50538,64111,13690,25693,356,23550,43486,65480,3606,2908,19497,1382,65203,263,65480,463,23565,43475,19444,55234,886,42184,26933,27965,26873,4853,4696,4869,27111,27916,27213,52395,738,42831,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50,5390,63555,34841,15824,65325,14894,50521,65533,438,560,65400,65534,65242,14888,50528,64469,14561,24401,183,23499,43544,65480,3606,2908,19549,1382,65370,117,65480,263,23514,43534,19493,56204,1228,40877,26871,27879,26885,4853,4696,4869,27049,27833,27228,53341,1054,41531,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
51,5500,63821,35409,14955,65458,14903,50511,65533,438,560,65495,65534,65402,14897,50518,64773,15468,23124,68,23446,43602,65480,3606,2908,19600,1382,65478,30,65480,118,23462,43592,19546,57133,1623,39554,26801,27783,26887,4853,4696,4869,26982,27742,27236,54250,1422,40215,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
52,5610,64033,35997,14098,65528,14912,50502,65533,438,560,65535,65534,65493,14905,50508,65017,16409,21862,9,23391,43658,65480,3606,2908,19648,1382,65529,0,65480,30,23408,43649,19594,58017,2073,38216,26726,27678,26882,4853,4696,4869,26909,27640,27234,55120,1846,38882,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
53,5720,64205,36604,13255,65535,14921,50492,65533,438,560,65523,65534,65528,14915,50499,65212,17382,20620,8,23335,43713,65480,3606,2908,19702,1382,65526,19,65480,0,23353,43705,19644,58861,2574,36869,26653,27569,26874,4853,4696,4869,26835,27532,27226,55947,2321,37538,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
54,5830,64312,37228,12429,65493,14930,50483,65533,438,560,65448,65534,65514,14924,50490,65349,18385,19400,55,23278,43767,65480,3606,2908,19765,1382,65470,102,65480,21,23296,43759,19707,59664,3128,35517,26580,27458,26863,4853,4696,4869,26761,27422,27217,56738,2846,36190,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55,5940,64360,37870,11619,65395,14940,50474,65533,438,560,65317,65534,65451,14934,50480,65423,19420,18204,165,23219,43820,65480,3606,2908,19820,1382,65351,241,65480,104,23238,43813,19764,60414,3739,34157,26506,27341,26848,4853,4696,4869,26687,27309,27204,57481,3425,34834,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56,6050,64356,38528,10824,65228,14950,50465,65533,438,560,65133,65534,65318,14943,50472,65443,20482,17029,330,23159,43870,65480,3606,2908,19878,1382,65180,431,65480,242,23179,43864,19819,61118,4394,32790,26434,27222,26831,4853,4696,4869,26614,27190,27187,58176,4057,33472,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
57,6160,64298,39196,10053,65026,14960,50457,65533,438,560,64894,65534,65137,14953,50463,65413,21567,15885,544,23099,43920,65480,3606,2908,19943,1375,64956,678,65480,430,23119,43914,19877,61780,5098,31429,26369,27105,26817,4853,4696,4869,26545,27072,27171,58830,4735,32108,65535,65535,65535,0,57864,65535,17596,0,0,0,0,0,0,65535,0,65535,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
