0000000125,0000032291,001553,-17495,-00128,008301,-15972,013113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000126,0000032552,001630,-16058,-00310,010105,-16090,011239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000127,0000032812,001691,-14614,-00488,011788,-16029,009261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000128,0000033072,001708,-13052,-00635,013316,-15796,007255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000129,0000033333,001734,-11333,-00786,014699,-15413,005226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000130,0000033593,001756,-09719,-00936,015915,-14865,003173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000131,0000033854,001760,-07661,-01097,016993,-14187,001091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000132,0000034114,001752,-05951,-01235,017938,-13381,-01045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000133,0000034375,001702,-03839,-01356,018764,-12473,-03215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000134,0000034635,001627,-01548,-01459,019457,-11456,-05399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000135,0000034895,001542,000572,-01557,019984,-10332,-07542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000136,0000035156,001462,002681,-01634,020310,-09097,-09587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000137,0000035416,001351,004612,-01686,020407,-07759,-11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000138,0000035677,001214,006746,-01728,020246,-06306,-13333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000139,0000035937,001070,008848,-01748,019843,-04802,-14972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000140,0000036197,000950,010511,-01776,019256,-03269,-16475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000141,0000036458,000811,012263,-01793,018493,-01731,-17799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000142,0000036718,000649,014060,-01774,017582,-00208,-18945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000143,0000036979,000462,015666,-01727,016543,001304,-19926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000144,0000037239,000271,017183,-01670,015365,002818,-20756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000145,0000037500,000126,018361,-01629,014023,004357,-21434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000146,0000037760,-00012,019207,-01553,012506,005875,-21929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000147,0000038020,-00191,019912,-01437,010851,007351,-22205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000148,0000038281,-00386,020527,-01300,009071,008755,-22256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000149,0000038541,-00557,021200,-01184,007210,010056,-22022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000150,0000038802,-00683,021347,-01059,005306,011233,-21559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000151,0000039062,-00826,021255,-00924,003383,012279,-20879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000152,0000039322,-00986,021102,-00760,001432,013204,-20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000153,0000039583,-01158,021032,-00578,-00518,014003,-18970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000154,0000039843,-01308,020554,-00406,-02480,014697,-17769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000155,0000040104,-01390,019724,-00229,-04456,015266,-16387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
